Nir_610nm,Nir_680nm,Nir_730nm,Nir_760nm,Nir_810nm,Nir_860nm,Blood_Prediction
2099.950097,709.1206787,705.6046143,1405.655518,1671.91521,847.5058716,1
2099.188721,701.1562256,699.3685059,1397.831836,1669.64248,846.9401123,1
2098.427442,692.9073242,691.7466064,1389.005127,1669.435913,847.1286987,1
2098.427393,682.0984253,675.8098511,1373.55835,1668.816064,847.1286987,1
2099.188819,677.262854,673.5001709,1370.749805,1669.022681,847.694458,1
2097.666016,676.1250855,669.3427735,1367.540137,1667.576367,847.1286987,1
2099.950146,676.1250855,670.4976074,1368.743799,1668.816064,847.8830444,1
2097.412207,667.3072876,658.4873169,1356.907934,1666.956519,846.9401123,1
2098.173633,662.4717408,652.4821655,1351.090308,1667.9896,848.0716308,1
2098.68125,661.3339478,650.8654175,1350.08728,1668.609448,848.2602173,1
2096.396973,652.5161621,637.9312378,1336.245386,1665.510205,847.3172852,1
2096.396973,651.378418,636.7764038,1334.239331,1665.716821,847.5058716,1
2093.858936,638.8628296,625.4590088,1319.795557,1664.683765,847.1286987,1
2094.366504,636.5872681,621.0706421,1317.187671,1664.477124,847.3172852,1
2096.396973,645.6894897,632.6189941,1328.822925,1666.749902,848.2602173,1
2095.12793,638.5783813,623.3803101,1319.19375,1664.68374,847.694458,1
2095.381739,639.7161621,624.7661255,1320.598022,1664.890357,847.694458,1
2094.620313,639.7161621,623.3803101,1319.193774,1664.270508,847.5058716,1
2424.054101,742.6851684,634.4667481,1438.956323,1944.438257,953.4911987,1
2437.251904,736.9962524,624.5351441,1424.913843,1940.719214,951.9825073,1
2441.566406,709.4051148,603.0552124,1399.837915,1943.611767,952.1710938,1
2430.653027,684.6584229,554.5521118,1354.099463,1926.462915,946.8907105,1
2432.683447,669.8672974,552.9353394,1346.476367,1931.834814,947.6450562,1
2451.21084,678.685083,571.4126953,1363.728589,1946.50437,953.3026245,1
2422.531348,666.7384278,527.9908692,1325.011377,1918.404956,944.0619385,1
2439.028418,620.9428223,516.9044678,1298.932422,1938.859668,949.9080688,1
2450.449463,637.1561768,534.2269775,1319.594995,1945.884546,952.1710937,1
2448.92666,620.94281,516.9044617,1299.333642,1943.405176,951.0395752,1
2448.672803,625.7783813,521.754773,1305.351856,1942.578759,950.8509887,1
2448.165186,619.520581,514.5947937,1296.926367,1941.752295,950.6624023,1
2448.165186,611.8405762,513.2089966,1294.920288,1942.165527,950.8509887,1
2444.865869,624.3561524,520.3689697,1304.950659,1938.239819,949.530896,1
2441.312597,633.458374,525.2192749,1310.968848,1936.586914,948.5880005,1
2441.312597,644.551709,536.3057007,1323.607105,1936.380298,948.9651611,1
2442.327832,644.2672729,535.612793,1322.202857,1937.206738,948.7765869,1
2442.327832,643.1295044,536.7676392,1324.409546,1937.413354,949.3423096,1
2443.596875,642.2761719,536.5366577,1322.403491,1938.859668,949.5308838,1
2445.373486,640.0006103,532.6102295,1318.792554,1938.44646,949.7194702,1
2322.026074,734.4362671,615.5274292,1402.646411,1817.577637,900.6871216,1
2311.874072,923.0231079,711.3787964,1531.035083,1794.643555,890.503479,1
2360.603906,785.3518677,649.0176636,1431.734473,1836.172827,908.0419922,1
2364.15708,769.9918335,650.1725098,1428.524731,1841.5448,909.73927,1
2372.532519,738.4184692,634.4667481,1407.862207,1848.362988,912.7566528,1
2374.309131,748.3740478,638.3931885,1411.473144,1849.809302,914.0767578,1
2379.892774,749.7962646,643.7054077,1416.087085,1854.148242,915.2082764,1
2382.430713,747.2362671,648.3247558,1420.500464,1854.354858,915.2082764,1
2383.699756,729.3162476,631.4641724,1400.038501,1855.801098,916.3397461,1
2382.684522,741.8318237,642.0886597,1410.470093,1854.974682,915.585437,1
2382.176905,731.3073486,629.3854614,1394.822705,1854.974707,915.7740234,1
2381.669336,720.2140137,627.3067627,1391.813623,1855.801123,916.5283203,1
2382.93833,719.3606934,626.613855,1391.412378,1856.007714,916.3397461,1
2383.445948,717.3695557,623.149353,1386.397193,1856.83413,916.9054931,1
2383.699756,716.5162354,623.1493408,1386.798413,1856.420922,916.5283203,1
2383.192139,713.6717896,620.3777344,1381.382031,1856.007714,916.3397461,1
2383.192139,709.4051148,617.1442138,1379.977808,1856.007714,916.9055053,1
2383.699756,699.4495484,607.6745483,1368.141919,1856.214306,916.7169067,1
2383.192139,705.422876,614.6035644,1374.761987,1856.627539,916.5283203,1
2381.669287,707.4139893,614.6035644,1376.968701,1854.974707,916.3397461,1
99.74382476,44.08893127,26.33025475,41.72632217,42.14912262,266.283548,1
104.3122451,46.93337783,26.79218903,43.13057327,43.59541779,283.2562927,1
104.8198456,47.78671188,26.56122208,43.53178787,43.59541855,286.462262,1
106.3426559,48.64004669,26.79218903,44.13360977,44.42187119,295.7029724,1
105.327449,47.50226669,26.56122208,43.93300247,44.21525803,293.6285217,1
105.0736466,46.93337631,26.56122208,44.13360977,44.42187119,294.9486206,1
109.895871,49.20893554,27.71605682,45.93907547,45.45493698,308.7154114,1
110.9110748,49.49337997,27.71605682,46.34029007,45.45493698,313.9958191,1
114.4642884,50.63115997,27.71605682,47.14271927,46.48800278,323.0479553,1
116.494696,50.63115997,27.71605682,47.94515152,46.48800278,330.0256348,1
118.7789047,51.20005035,27.94702415,47.74454346,46.48800278,333.9859497,1
123.0935272,52.05338363,28.63992615,48.94818878,47.52107239,347.9413208,1
125.3777374,52.90671692,28.87089348,49.55001068,47.93429871,355.6733521,1
128.1695435,54.32894058,28.87089348,50.35243988,48.55413818,363.0281982,1
131.4689637,54.8978302,28.87089348,50.75365448,49.17397766,374.5319519,1
131.9765655,54.04449463,29.10186043,50.95426178,48.9673645,378.3036804,1
137.0525879,55.18227539,30.02572823,52.15790558,50.20704346,395.0878296,1
139.5905975,55.75116501,30.02572823,52.35851288,50.8268837,406.4029968,1
141.1134033,55.75116501,30.02572823,52.55912018,50.62026978,410.551886,1
145.6818207,57.17338715,30.02572823,53.96337128,51.65333939,426.9588806,1
2368.725488,2098.633081,3079.946826,2921.043262,3096.720898,1879.260303,0
2382.430713,2110.579834,3074.172656,2916.429297,3091.555615,1876.620093,0
2381.923096,2110.295361,3072.093945,2913.620703,3088.662939,1875.677124,0
2381.923096,2110.579834,3070.708105,2912.818311,3087.21665,1874.734229,0
2381.923096,2110.010889,3069.784229,2912.216504,3086.596826,1874.545654,0
2382.93833,2109.726416,3068.860352,2912.015869,3085.770264,1874.168457,0
2383.699756,2109.157471,3069.553223,2912.216455,3085.770361,1873.979858,0
2384.207373,2110.295361,3068.16748,2912.01582,3085.150488,1874.168457,0
2385.984033,2110.579834,3068.16748,2911.213379,3084.324121,1873.79126,0
2386.745459,2110.010889,3067.474609,2911.414014,3084.530713,1873.602661,0
2387.253076,2110.579834,3067.936523,2911.012842,3084.117529,1873.602661,0
2388.52207,2110.579834,3067.243652,2912.01582,3083.910937,1873.602661,0
2389.029639,2110.579834,3066.781738,2910.2104,3083.910937,1873.602661,0
2389.790918,2110.579834,3067.243652,2910.2104,3083.910937,1873.602661,0
2390.298535,2110.579834,3066.550781,2910.812207,3083.497705,1873.602661,0
2391.567578,2110.579834,3066.781738,2911.815234,3083.910937,1873.602661,0
2392.329004,2111.148682,3066.088867,2911.213428,3083.910937,1873.602661,0
2394.105615,2110.579834,3066.088867,2911.012793,3083.497705,1873.602661,0
2394.86709,2110.579834,3065.626855,2910.210449,3083.497705,1873.602661,0
2395.882324,2110.864258,3066.088867,2911.213428,3083.704346,1873.979858,0
2396.389844,1720.321606,2331.151367,2255.62876,3339.698193,1925.841064,0
2407.303223,1728.570483,2327.455908,2251.21543,3331.227051,1921.880762,0
2407.557031,1728.001587,2325.377197,2250.011768,3326.681543,1920.749268,0
2406.034229,1728.286035,2325.608154,2248.808154,3326.268311,1920.749268,0
2404.511572,1727.432739,2323.529395,2249.008691,3321.929492,1919.429126,0
2404.511523,1726.579468,2323.991455,2248.206299,3321.103027,1918.863403,0
2404.511523,1727.148315,2323.991406,2248.406885,3319.86333,1918.863403,0
2404.511572,1726.863892,2324.915283,2248.808105,3320.276563,1918.863403,0
2405.019141,1727.717187,2324.684326,2249.209277,3318.416992,1918.674805,0
2405.526709,1727.432739,2323.991406,2248.406885,3318.623633,1918.486206,0
2404.257715,1727.148315,2322.143555,2248.60752,3315.937646,1917.92041,0
2403.24248,1726.863867,2322.605518,2248.206299,3314.6979,1917.92041,0
2401.973486,1726.579468,2322.836523,2247.20332,3314.491309,1917.92041,0
2402.227295,1726.863892,2323.298535,2247.805127,3313.45835,1917.731836,0
2401.973486,1726.579468,2323.067578,2248.406885,3313.458301,1917.543262,0
2402.227295,1726.579468,2324.453369,2247.805078,3312.631885,1917.543262,0
2402.988721,1726.579468,2323.298486,2248.60752,3310.978955,1917.166113,0
2402.734912,1726.579468,2324.453369,2248.406934,3311.59873,1916.977539,0
2403.496338,1726.863892,2324.453369,2248.808105,3309.945898,1916.977539,0
2404.511572,1728.28606,2323.760449,2249.409863,3308.912793,1917.354688,0
8427.718848,6931.064355,9394.357422,9553.121289,10936.66445,6052.670313,0
8487.869531,6982.264453,9382.578125,9543.291797,10915.17656,6045.88125,0
8485.331445,6984.824512,9380.499414,9538.476953,10908.97832,6043.99541,0
8488.377148,6986.531055,9378.189844,9540.683789,10906.70547,6043.618066,0
8493.707031,6988.522266,9383.040039,9542.690039,10905.67246,6043.429492,0
8496.75293,6991.366602,9385.118945,9544.294727,10904.63926,6042.675098,0
8495.991602,6993.073242,9382.116016,9544.896484,10899.8875,6043.240723,0
8497.514258,6994.495605,9384.425781,9544.093945,10904.63945,6042.675,0
8500.305664,6997.055469,9382.346875,9547.905273,10901.95371,6042.486426,0
8502.082422,6998.477734,9386.504492,9548.708203,10899.06094,6043.052148,0
8504.874219,7001.037695,9385.349805,9551.717383,10898.02793,6043.429492,0
8505.381836,7002.744336,9381.653906,9549.510547,10897.40801,6043.806738,0
8507.158594,7005.02002,9388.352148,9554.926758,10898.64785,6043.99541,0
8509.69668,7007.011035,9390.892773,9556.732031,10898.85449,6044.56123,0
8511.727148,7008.717773,9390.2,9557.133594,10901.12715,6045.692676,0
8513.249805,7011.562207,9391.354688,9559.34043,10899.68105,6046.824121,0
8514.51875,7013.55332,9390.431055,9561.948242,10898.64785,6047.20127,0
8514.772656,7014.691211,9386.966406,9563.151758,10899.8875,6047.578418,0
8516.80293,7015.829004,9391.585938,9560.944922,10898.44121,6047.766992,0
8517.817969,7016.682227,9391.123828,9563.954102,10898.23457,6048.332715,0
10397.72266,7130.460059,8871.909766,8968.150391,10999.88828,7720.337012,0
10443.40684,7180.806836,8853.663281,8944.879883,10962.69766,7708.078906,0
10425.1334,7180.237891,8850.198633,8937.457617,10942.8627,7707.701758,0
10407.36738,7178.81582,8844.424805,8929.232617,10923.85449,7707.890332,0
10401.52988,7179.668945,8840.959961,8926.825391,10918.06914,7709.5875,0
10394.93086,7180.237988,8838.881641,8922.010742,10913.73027,7710.907617,0
10391.88555,7180.806641,8835.417187,8922.010742,10906.29199,7712.416309,0
10371.58125,7182.229004,8828.487891,8919.804102,10892.44922,7714.11377,0
10371.83535,7184.788965,8829.873828,8916.393945,10895.13516,7716.565234,0
10364.98223,7189.624609,8828.257031,8919.804297,10890.3832,7721.27998,0
10368.28164,7194.460059,8826.640234,8915.390625,10886.04414,7725.428711,0
10369.80469,7197.30459,8821.558789,8920.205469,10882.325,7727.880273,0
10376.65762,7201.286816,8821.789844,8919.001758,10881.91191,7731.840723,0
10375.13457,7204.984473,8816.708594,8918.4,10877.36621,7734.669336,0
10371.07344,7206.975684,8814.860938,8918.400195,10873.8541,7736.932617,0
10374.88066,7210.673535,8813.244141,8917.998828,10873.44082,7740.138477,0
10393.66191,7219.206836,8811.396484,8922.612305,10875.09355,7744.476074,0
10392.64707,7222.335645,8807.469922,8921.007422,10875.09375,7747.493359,0
10398.23047,7224.895605,8804.929297,8922.411914,10874.47402,7748.624805,0
10400.51465,7227.455762,8804.236133,8919.804102,10873.23418,7751.453613,0
7246.528418,3658.812354,1422.29563,4994.119434,6732.495996,5044.677637,0
7281.807031,3677.016846,1415.828564,4985.493262,6714.933887,5038.077148,0
7280.030273,3678.154639,1412.594995,4983.687695,6707.909082,5037.322852,0
7273.177539,3677.585742,1408.899536,4982.885352,6703.363574,5037.134277,0
7271.400879,3678.15459,1406.127954,4982.484082,6701.297266,5038.454297,0
7265.309961,3678.439063,1403.818311,4981.882227,6701.297461,5039.774316,0
7265.309961,3679.576904,1401.739575,4987.900391,6703.776758,5042.791797,0
7264.294727,3680.7146,1399.66084,4994.119336,6708.735449,5045.997754,0
7259.97998,3682.421191,1397.582153,4996.326074,6707.082715,5048.260645,0
7255.157617,3682.42124,1395.041528,4998.53252,6706.256152,5050.523926,0
7251.350879,3682.705664,1392.731885,4998.532617,6703.363477,5051.27832,0
7245.513379,3682.705664,1390.191235,4999.535742,6700.883984,5052.975488,0
7240.183398,3683.559033,1388.343481,5002.544727,6700.470898,5055.804102,0
7234.853613,3683.843506,1386.033789,5002.544824,6697.57832,5055.804102,0
7232.062012,3684.696826,1383.724121,5003.748633,6696.545313,5057.878711,0
7229.270117,3685.834619,1381.645459,5003.547852,6695.305664,5058.821777,0
7224.447754,3686.119043,1379.797681,5007.158691,6694.892383,5061.650391,0
7220.894434,3686.687939,1378.41189,5006.958301,6692.619629,5062.781836,0
7218.102832,3686.972412,1376.333228,5007.961328,6693.239453,5064.667578,0
7214.04209,3686.972461,1375.409326,5008.964258,6690.553516,5066.553711,0
11522.31523,3513.461035,4523.491406,6736.795117,11006.91289,10276.62129,0
11600.23242,3536.501074,4516.5625,6724.558008,10988.11133,10264.55176,0
11608.35391,3540.767822,4516.100586,6724.959277,10986.4584,10263.98633,0
11624.08945,3545.887744,4514.945801,6725.561133,10988.11113,10269.26641,0
11635.51074,3551.292236,4517.255371,6729.372559,10992.86328,10273.60391,0
11668.75859,3562.954492,4515.638672,6733.786133,10999.68145,10283.59902,0
11671.29668,3565.514453,4517.717285,6731.77998,11008.56582,10285.10762,0
11682.46406,3570.918896,4517.948242,6736.594531,11007.53262,10288.69082,0
11696.67676,3576.607812,4517.948242,6738.399902,11013.52422,10292.08516,0
11711.90469,3582.581152,4520.026855,6740.807324,11017.24375,10297.5543,0
11721.0418,3587.701172,4520.257812,6744.819531,11021.37578,10302.08047,0
11735.25449,3593.390039,4521.643555,6748.831641,11027.36777,10307.36074,0
11748.19824,3599.363428,4522.567578,6750.23584,11031.08691,10311.13262,0
11764.18789,3604.767871,4523.722461,6753.646094,11037.90508,10317.16738,0
11778.14688,3609.887891,4523.260352,6757.658398,11043.69023,10322.07051,0
11794.39004,3617.852344,4528.572754,6763.475879,11051.5418,10329.4252,0
11808.60293,3624.110107,4529.265625,6766.685645,11057.5332,10335.8373,0
11822.05469,3630.652295,4529.265625,6769.89541,11063.31855,10341.30625,0
11837.79004,3636.625684,4528.803711,6773.105078,11069.5168,10346.77539,0
11850.22656,3642.030127,4528.572754,6775.712988,11076.12852,10351.49004,0
6660.501953,1152.569995,2222.134912,3938.724268,7587.668652,5386.018457,0
6759.48418,1165.369995,2238.995459,3938.724268,7576.098437,5391.298828,0
6803.899414,1168.783301,2255.163135,3943.338184,7578.990723,5400.350879,0
6852.375488,1173.050024,2270.176074,3949.958154,7581.470215,5412.98623,0
6886.892285,1176.463306,2284.95791,3956.578223,7587.04873,5421.849902,0
6919.125098,1179.023315,2294.889502,3960.991602,7588.908398,5428.073145,0
6944.759082,1181.298901,2303.66626,3966.006787,7595.106738,5436.748145,0
6975.468945,1184.143384,2310.595264,3971.021973,7598.619141,5445.611621,0
7000.087598,1186.987744,2316.600439,3975.836523,7602.131641,5453.909473,0
7024.706445,1188.978882,2322.374609,3978.845605,7605.024219,5461.82998,0
7046.533203,1190.97002,2328.841699,3980.450488,7608.12334,5469.184961,0
7069.629199,1193.530054,2333.691992,3984.061475,7611.635742,5477.859863,0
7088.410449,1195.805542,2337.387451,3986.468799,7611.63584,5484.837598,0
7108.968359,1197.796655,2342.930664,3988.675342,7617.214258,5494.644141,0
7129.52627,1200.356689,2346.626172,3990.480859,7620.106934,5504.450586,0
7154.398633,1204.907813,2351.938428,3995.295459,7624.239258,5515.577148,0
7172.164746,1207.752222,2358.636475,3999.909424,7628.164941,5526.326465,0
7190.438477,1210.027808,2360.484131,4002.918555,7631.677441,5535.001465,0
7203.382324,1212.587842,2363.717725,4004.122119,7632.916992,5542.356348,0
7215.311035,1214.863403,2366.951172,4005.526367,7634.569922,5547.825391,0
2115.178223,2381.940039,2284.95791,2787.839941,3791.974902,3539.383545,1
2135.989893,2403.842236,2283.572217,2784.830908,3787.016064,3536.554736,1
2138.27417,2404.97998,2283.803125,2783.827881,3786.189648,3536.366162,1
2139.035596,2404.97998,2285.188916,2784.028418,3788.255859,3534.668896,1
2138.781787,2406.117871,2287.267578,2786.636377,3789.908789,3533.537354,1
2141.319775,2406.971191,2288.422363,2787.037598,3790.735156,3532.783008,1
2142.588672,2407.824463,2289.577295,2786.836914,3792.594678,3532.783008,1
2144.619141,2408.677881,2291.194092,2788.040625,3793.834326,3532.405859,1
2146.649609,2408.962354,2292.348877,2789.444775,3794.660742,3531.274365,1
2146.903418,2409.246826,2293.734619,2789.64541,3796.313721,3531.274414,1
2147.664844,2409.53125,2294.889551,2791.651514,3797.966602,3530.142725,1
2150.96416,2411.237793,2297.89209,2793.256396,3800.859082,3530.708545,1
2155.532666,2412.091064,2298.354004,2794.259424,3802.925342,3530.519922,1
2156.040283,2412.944482,2299.277832,2795.463086,3803.751709,3530.142725,1
2157.816846,2413.228955,2300.201709,2796.666797,3805.81792,3530.142725,1
2162.385254,2414.651123,2302.742432,2797.870361,3808.297217,3529.95415,1
2166.446045,2415.22002,2304.821045,2799.876367,3809.950098,3530.142725,1
2169.745459,2416.642334,2306.899805,2801.280615,3812.429541,3530.331348,1
2172.791162,2416.926758,2308.516602,2802.484326,3814.289063,3529.765576,1
2175.836621,2417.780029,2309.44043,2803.888574,3816.148633,3529.765576,1
844.3962036,1470.863647,1001.935461,1399.236084,1878.321973,2290.000781,1
846.1728149,1481.956958,1001.242554,1402.044556,1879.561646,2307.162109,1
856.8324463,1496.748096,1001.242554,1407.460986,1884.726953,2326.963623,1
861.1470703,1497.032544,1002.166431,1407.661597,1886.379883,2335.638574,1
864.192688,1497.032544,1002.3974,1407.260376,1887.206348,2341.861914,1
866.4769043,1498.454785,1002.3974,1408.464038,1888.032813,2347.89668,1
868.507312,1497.885889,1002.859338,1408.263428,1889.065894,2353.554346,1
870.5377197,1498.454785,1003.090308,1409.065869,1890.305566,2358.268945,1
872.821936,1498.454785,1003.321265,1410.269482,1891.338574,2365.058008,1
874.0909302,1498.170337,1004.245117,1411.071875,1892.371631,2368.829736,1
874.8523071,1498.170337,1004.476074,1411.27251,1892.578271,2371.092773,1
869.5225342,1497.60144,1004.245117,1410.068896,1889.892358,2373.355811,1
872.3143188,1497.885889,1006.092847,1411.673682,1891.751807,2378.824805,1
876.8827393,1499.592578,1006.092847,1413.278564,1894.644409,2384.859521,1
879.4207764,1500.445898,1007.016724,1414.682837,1896.297339,2388.631299,1
881.4511475,1501.014771,1007.709631,1415.685889,1897.537036,2392.591602,1
883.2277832,1501.868066,1008.633508,1416.28772,1898.776733,2395.797607,1
885.0043823,1501.014771,1008.633508,1416.889551,1900.016309,2399.380713,1
887.03479,1501.583643,1009.326416,1417.090161,1901.462622,2403.340967,1
888.5575806,1502.721387,1009.557385,1418.695044,1902.908936,2407.112744,1
4334.66875,4220.30625,5333.262305,5673.977539,4971.736914,3025.675146,1
4353.95752,4238.79502,5320.790039,5663.144629,4960.373242,3019.074561,1
4352.688477,4237.657324,5318.71123,5659.132617,4958.100488,3016.434326,1
4350.404199,4234.528418,5316.632617,5655.521582,4953.761719,3013.228369,1
4347.612598,4231.683984,5313.629883,5651.308887,4950.6625,3010.588184,1
4342.282813,4228.839453,5309.010742,5648.500293,4947.356445,3008.325146,1
4336.699023,4227.98623,5306.701172,5646.694922,4945.703809,3006.439258,1
4333.145703,4226.56416,5308.779785,5645.090234,4945.497168,3004.553418,1
4333.907129,4226.848535,5309.93457,5645.290723,4944.670605,3003.610547,1
4336.191406,4227.98623,5311.089355,5646.494238,4944.670703,3003.23335,1
4336.699023,4229.977344,5309.010742,5647.096094,4945.083887,3002.667529,1
4338.475684,4232.252832,5309.93457,5648.099121,4943.844238,3003.044775,1
4341.521387,4233.959473,5311.089355,5649.904785,4944.670605,3003.233398,1
4342.536621,4235.950781,5308.086914,5649.50332,4943.431152,3003.044727,1
4341.521387,4235.666309,5310.165527,5648.500293,4942.398047,3002.290332,1
4341.521387,4235.381836,5309.241699,5646.694922,4940.744922,3000.970264,1
4342.79043,4236.235254,5306.469922,5647.096094,4940.74502,3001.535986,1
4343.551855,4237.372949,5310.165527,5648.500391,4941.571484,3001.724561,1
4344.059473,4237.941699,5311.089355,5649.102246,4941.778125,3000.970264,1
4344.313281,4239.079492,5311.089355,5650.105371,4942.604688,3000.970264,1
1584.226367,338.2047668,2019.114746,1622.712598,5155.209668,1689.731299,1
1598.693018,347.8758789,2018.652808,1623.715649,5149.837793,1689.354126,1
1595.139795,348.4447632,2019.345728,1625.521143,5149.011328,1689.354126,1
1593.363232,348.7292114,2021.424438,1627.527246,5150.250977,1691.051392,1
1591.078979,349.8670044,2022.579224,1629.733887,5150.664063,1691.994336,1
1588.540991,350.4358887,2024.426978,1631.940552,5153.143652,1693.8802,1
1587.779565,351.2892151,2026.967627,1635.551538,5156.862598,1695.200293,1
1586.00293,351.8581116,2029.970215,1637.758179,5159.341895,1696.897583,1
1584.226367,352.7114563,2031.586963,1639.964844,5161.614746,1698.5948,1
1582.703516,353.5647827,2033.434717,1643.174609,5163.680859,1699.726294,1
1581.688354,354.133667,2035.744385,1645.782471,5167.193359,1701.23501,1
1581.180762,354.7025513,2038.28501,1649.192798,5170.08584,1702.932275,1
1580.41936,355.5558777,2041.51853,1652.001343,5174.218066,1704.629541,1
1579.911743,356.4092224,2044.05918,1654.007373,5176.904004,1706.138257,1
1579.911743,356.9781189,2046.368848,1657.618311,5180.003223,1708.024121,1
1579.911743,358.1158875,2048.678467,1660.025635,5183.102441,1709.532788,1
1579.911743,358.4003296,2050.757178,1662.633472,5187.441504,1711.230078,1
1579.150317,359.5381226,2053.297852,1665.241382,5188.680957,1712.550171,1
1579.150317,359.8225708,2055.37666,1668.250537,5191.986914,1714.058862,1
1579.150317,361.2447815,2057.686279,1669.855396,5195.292578,1715.944751,1
1331.694263,695.1828857,2602.999609,2449.415381,5142.812793,2734.686719,1
1341.338745,700.3028809,2601.61377,2448.412354,5137.647559,2732.612305,1
1341.846362,701.156189,2601.613818,2449.014258,5136.407813,2733.178027,1
1343.622949,702.5784302,2603.461621,2451.62207,5139.300391,2735.629639,1
1345.399561,703.7162231,2605.309326,2453.828809,5142.606348,2737.704053,1
1346.160986,704.8540161,2607.387988,2455.433643,5144.465723,2739.024268,1
1349.206567,705.4229126,2609.004834,2458.242236,5147.151758,2741.098633,1
1349.714185,706.8450928,2610.390625,2459.846973,5149.011328,2742.607373,1
1352.252148,707.9828857,2612.700342,2462.053662,5152.52373,2744.681787,1
1353.775,709.1206787,2614.31709,2463.658594,5154.17666,2746.001855,1
1354.790161,709.6895752,2615.240967,2466.065869,5156.655957,2747.887793,1
1358.089624,711.1117554,2618.474463,2468.071875,5160.168457,2749.58501,1
1359.358618,712.5339966,2620.553223,2469.676758,5162.854492,2752.03667,1
1362.404248,713.6717896,2623.78667,2472.886523,5166.77998,2754.676953,1
1364.434595,714.8095825,2627.020264,2475.293799,5168.433008,2756.185547,1
1366.21123,715.662915,2630.022852,2477.90166,5170.705664,2758.82583,1
1369.256812,717.0851074,2636.027979,2480.308984,5173.391699,2760.334424,1
1372.048633,718.2229004,2640.647314,2484.52168,5175.870996,2763.163281,1
1374.332886,719.9295776,2648.038281,2487.129639,5178.557031,2765.426221,1
1377.6323,721.0673218,2652.426611,2490.339355,5181.036328,2767.500732,1
2811.100781,1722.881641,4616.109277,4302.224707,6422.782715,3580.118164,1
2827.851611,1732.268311,4606.177734,4294.401172,6411.832031,3574.272021,1
2827.343994,1732.268311,4604.32998,4291.993652,6407.493262,3572.574658,1
2826.836377,1731.130518,4602.020215,4290.589551,6405.840234,3571.25459,1
2828.10542,1731.414966,4602.020313,4288.984668,6405.220313,3570.877441,1
2828.866846,1731.699414,4602.713281,4288.583496,6406.046875,3571.820313,1
2829.374463,1731.130518,4601.096387,4289.787109,6405.01377,3571.066016,1
2828.10542,1731.983862,4600.865332,4288.382617,6405.013965,3569.93457,1
2828.359229,1731.130518,4599.941602,4288.984375,6404.600586,3570.500293,1
2828.359229,1731.983862,4599.47959,4288.783789,6405.220313,3570.877441,1
2827.597803,1731.130518,4598.555664,4287.780859,6404.807129,3570.688867,1
2828.359229,1731.130518,4599.248633,4289.185059,6405.013672,3571.25459,1
2828.359229,1731.983862,4600.403516,4288.182031,6405.840234,3571.631738,1
2827.851611,1732.268311,4598.555664,4288.783789,6405.220313,3571.820313,1
2827.851611,1731.699414,4598.555762,4286.577246,6404.600586,3571.631738,1
2828.359229,1731.130518,4599.710645,4288.182031,6405.220313,3571.820313,1
2829.120654,1731.983862,4598.555664,4287.379687,6405.840234,3571.443164,1
2830.389697,1732.268311,4598.09375,4286.77793,6405.633594,3571.631738,1
2831.151123,1731.414966,4596.938965,4286.176074,6404.600586,3571.25459,1
2832.166357,1730.846069,4597.631836,4285.975488,6405.427051,3571.25459,1
4715.624219,2850.704932,3343.480273,4519.281836,5982.489551,6333.286328,1
4733.897754,2863.504883,3338.399072,4512.661621,5971.539063,6316.502148,1
4720.700195,2861.513867,3337.013281,4509.451953,5964.51416,6306.12998,1
4707.502441,2860.091602,3334.934521,4503.835059,5956.249609,6294.626172,1
4694.558594,2855.256006,3328.698389,4496.81377,5948.811719,6283.311133,1
4689.228906,2852.980469,3327.543555,4492.80166,5948.398438,6280.105078,1
4684.660352,2854.118164,3330.084229,4497.014453,5951.290918,6279.916504,1
4674.508398,2853.83374,3333.317773,4497.014258,5949.224902,6274.824609,1
4664.356348,2852.127197,3330.7771,4497.616211,5946.332227,6268.60127,1
4651.666211,2849.851563,3331.239063,4497.014453,5944.679395,6261.812109,1
4638.468652,2848.713867,3332.162891,4496.412695,5944.679395,6255.023242,1
4629.331738,2847.291504,3333.086768,4496.01123,5944.059473,6251.439941,1
4622.733008,2846.438232,3332.855859,4496.4125,5940.960254,6246.725391,1
4613.849902,2844.162598,3332.624756,4493.403418,5938.067676,6241.633496,1
4601.667383,2842.740479,3328.698486,4490.594922,5933.522168,6234.089941,1
4589.992676,2840.464893,3328.698438,4488.789551,5929.389844,6224.283594,1
4579.586719,2839.042725,3326.38877,4488.187598,5926.497363,6218.437402,1
4569.688477,2838.189355,3324.541016,4486.783496,5924.224609,6213.911328,1
4562.074512,2836.482666,3324.541016,4485.178516,5921.538574,6209.385352,1
4550.907227,2835.0604,3325.926758,4483.573535,5919.885742,6205.236328,1
3128.352197,2577.922412,2785.232764,4352.376465,5369.674316,4876.458789,1
3141.803564,2591.006836,2780.844385,4344.753418,5357.690723,4866.840918,1
3140.78833,2591.860205,2776.225,4339.136328,5349.219629,4862.880664,1
2908.560449,2428.588965,2519.158594,4011.94585,4976.075977,4668.825488,1
2820.999072,2364.588916,2459.569092,3935.715088,4888.471875,4621.679102,1
2810.339355,2358.04668,2449.406543,3924.681641,4874.008887,4613.758301,1
2808.055225,2358.046729,2448.482666,3924.079834,4871.942871,4613.192578,1
2804.501953,2357.193359,2444.094238,3918.663428,4866.157617,4609.60957,1
2791.811963,2347.806592,2433.469775,3905.423389,4849.215332,4599.803125,1
