Vis_450nm,Vis_500nm,Vis_550nm,Vis_570nm,Vis_600nm,Vis_650nm,Blood_Prediction
1767.635132,115.370552,30.84247017,30.69788475,78.29625702,45.38081741,0
1766.805347,118.4334869,30.84247017,30.88506699,77.89266662,45.38081741,0
1765.975635,118.4334854,30.84247017,30.88506699,79.10343628,45.38081741,0
1758.231348,118.0250961,30.62976341,30.69788475,78.09446259,45.38081741,0
1758.784521,124.967749,31.26788292,31.63379593,77.08548889,45.38081741,0
1527.562012,75.7565918,32.75682907,25.26959991,67.19756164,38.69311676,0
1523.413257,79.02372131,32.1187088,25.45678215,66.99576721,39.40965652,0
1522.860083,79.63630829,32.1187088,25.45678215,69.01371155,39.40965652,0
1517.605054,80.6572876,31.69329567,25.45678215,67.60115051,38.93196334,0
1519.541113,81.26987457,31.69329567,25.45678215,68.61012268,39.40965652,0
1519.264527,81.88246155,31.26788292,25.64396438,68.00473938,39.40965652,0
1523.689844,79.02372284,31.90600204,25.45678215,68.00473938,38.69311676,0
1523.966431,77.39015503,31.69329567,25.26959991,67.60115051,38.45427017,0
1532.540478,74.12302399,32.96953583,24.70805321,66.79397277,37.49888458,0
1534.199976,64.73002472,33.18224259,23.39777756,67.60115051,35.82696152,0
1532.540454,71.2642868,32.5441227,24.70805321,66.99576721,37.7377304,0
1528.944898,74.12302704,31.05517616,24.52087097,71.23345184,38.21542358,0
1533.923389,78.61533203,31.69329567,25.45678215,67.80294494,39.17080993,0
1537.51897,80.04470062,31.69329567,25.83114662,68.61012268,39.40965652,0
1535.859473,85.76217956,32.54412231,26.7670578,68.20653381,39.8873497,0
1537.518945,95.15518188,34.88389663,28.82606239,67.19756164,39.8873497,0
1535.859448,98.83070526,35.94743042,29.01324463,66.99576721,40.12619629,0
1535.029712,98.21811676,37.86179123,29.76197357,67.80294495,39.40965652,0
1530.327807,98.83070374,37.22367096,29.57479134,66.18858948,39.40965652,0
1525.625903,104.1397904,37.64908447,30.32352028,67.19756165,39.8873497,0
1428.269092,50.43633041,22.33420181,16.28485317,75.87472229,41.55927277,0
1403.929883,50.64052582,22.33420181,15.72330684,76.07651672,41.55927277,0
1375.71853,48.80276489,21.48337479,14.78739567,76.07651672,41.32042694,0
1366.867895,49.82374344,21.48337479,15.34894237,77.28728332,41.79811859,0
1368.804004,50.43632965,21.9087883,15.53612461,75.67292786,41.79811859,0
1377.378003,50.64052505,22.33420181,15.91048908,75.87472229,41.79811859,0
1376.824854,51.25311279,22.12149505,15.91048908,78.49804993,42.27581177,0
1372.95271,51.25311203,21.9087883,15.91048908,76.48010559,42.75350494,0
1374.888794,51.04891662,21.9087883,15.53612461,75.67292786,42.03696518,0
1368.25083,50.64052582,21.69608154,15.53612461,76.27831116,42.03696518,0
1370.463477,50.23213424,21.48337479,15.34894237,77.08548889,41.79811859,0
1373.505884,51.25311203,21.69608154,15.72330684,76.48010559,42.75350494,0
1379.590649,48.59856949,21.27066803,14.9745779,78.09446259,41.79811859,0
1369.63374,49.21115646,21.27066803,14.9745779,76.27831116,42.27581177,0
1367.421069,49.21115646,21.27066803,14.60021343,77.08548889,42.03696518,0
1358.017285,49.61954803,21.27066803,14.9745779,78.49805145,42.03696518,0
1354.698315,49.0069603,21.27066803,14.60021343,77.48907776,42.03696518,0
1371.016626,47.98598175,21.27066803,14.4130312,77.69087219,41.55927277,0
1380.697021,47.78178635,21.27066803,14.4130312,76.68190002,41.32042694,0
1455.374146,46.96500321,22.33420181,14.78739567,78.09446106,41.08158112,0
2137.148535,46.7608078,74.23463287,26.7670578,85.9644516,18.39117298,0
2317.756592,60.03352585,44.24299049,24.52087097,99.48467866,39.88734932,0
2334.074854,67.18037262,33.18224258,23.77214203,106.5474838,46.81389389,0
2214.591553,67.38456955,31.90600319,21.90031986,104.3277451,47.05274048,0
1874.395752,58.19576568,23.3977356,14.03866673,106.7492783,42.75350571,0
1931.371631,55.33702621,22.54690857,13.47712002,104.5295395,39.64850311,0
1951.00896,54.52024307,22.12149505,13.28993779,105.5385117,39.40965652,0
1951.00896,54.72443924,21.69608154,13.10275555,104.9331284,39.8873497,0
1942.988062,55.13283157,21.9087883,13.28993779,103.9241562,40.60388947,0
1938.839331,54.52024307,21.27066803,13.10275555,106.143895,41.08158112,0
1915.053296,54.72443924,21.27066803,13.10275555,105.7403061,41.32042694,0
1900.947632,54.52024307,21.27066803,13.10275555,103.9241562,41.08158112,0
1916.712769,54.72443924,21.27066803,13.10275555,105.7403061,41.55927277,0
1895.415991,55.33702697,21.27066803,13.10275555,105.5385117,42.03696518,0
1895.969165,55.33702697,21.27066803,13.10275555,105.5385117,42.75350494,0
1890.714087,55.13283157,21.27066803,13.28993779,105.3367172,42.75350494,0
1900.117847,56.15380859,21.27066803,13.28993779,104.3277451,42.99235153,0
1920.031763,55.54122238,21.27066803,13.28993779,104.7313339,42.99235153,0
1915.053271,56.35800399,21.27066803,13.66430226,104.7313339,42.99235153,0
1914.223535,56.15380859,21.27066803,13.47712002,105.3367172,42.99235153,0
2303.92749,120.6796402,48.07171173,22.83623085,98.47570649,20.30194397,0
2287.055957,119.8628555,47.2208847,22.64904862,98.87929535,21.01848335,0
2315.543896,122.5173996,46.79547119,23.02341309,103.5205673,22.92925491,0
2306.416748,122.5173996,44.66840363,23.21059532,103.5205673,25.79541168,0
2281.247803,121.4964218,44.24299011,23.02341309,101.7044174,26.27310409,0
2280.69458,121.4964218,44.66840363,23.39777756,102.915184,26.98964347,0
2284.013623,121.2922256,45.51923065,23.5849598,103.1169785,26.27310448,0
2299.225586,123.9467697,44.66840363,23.5849598,101.7044174,27.94502945,0
2290.09834,122.5173996,43.8175766,23.39777756,102.3098007,27.70618286,0
2286.779395,121.9048141,44.66840363,23.39777756,101.502623,26.98964309,0
2282.907275,122.5174011,44.24299011,23.39777756,102.5115952,27.94502907,0
2261.610498,121.0880295,44.24299011,23.21059532,100.4936508,26.75079727,0
2264.929443,120.8838333,44.66840363,23.39777756,99.88826751,27.22849006,0
2251.100293,120.0670532,44.03028336,22.83623085,99.48467866,26.5119503,0
2257.738281,120.6796372,43.8175766,23.21059532,101.7044174,27.46733665,0
2252.759863,120.0670517,43.8175766,22.83623085,100.4936508,26.98964309,0
2259.397852,120.8838333,44.03028336,23.39777756,102.915184,27.46733665,0
2265.482568,121.700618,43.39216308,23.21059532,102.1080063,28.42272186,0
2255.802148,121.2922256,43.60486984,23.02341309,101.0990341,28.18387527,0
2264.929395,121.9048141,43.8175766,23.39777756,101.0990341,28.90041428,0
1617.451147,76.16498413,32.54412231,25.45678215,72.44421692,40.12619629,0
1625.19541,80.86148376,33.18224259,26.57987556,74.05857239,40.36504288,0
1639.301099,80.04470062,34.03306961,26.20551109,74.26036682,39.8873497,0
1641.790357,82.29085236,34.67118988,26.95424003,74.46216125,40.36504288,0
1645.109351,76.16498413,34.45848312,26.20551109,75.26933899,39.40965652,0
1644.003027,79.22791748,34.45848312,26.95424003,74.26036682,40.12619629,0
1644.27959,79.22791901,34.67118988,26.39269333,74.66395569,39.64850311,0
1642.343506,83.92441864,34.67118988,27.70296898,73.85677795,40.36504288,0
1649.534668,82.08665771,35.09660339,27.32860451,74.26036682,40.12619629,0
1643.449829,88.82511444,34.88389663,28.07733345,74.05857239,40.60388947,0
1644.556177,91.88804931,35.09660339,29.01324463,74.26036682,41.55927277,0
1637.918189,94.9509842,34.45848312,28.63888016,74.26036682,41.55927277,0
1647.875122,88.82511444,35.09660339,28.45169792,75.26933899,41.08158112,0
1650.364405,86.78315735,34.67118988,27.89015121,77.08549042,40.84273529,0
1652.023901,93.11322479,35.52201691,29.01324463,75.06754455,41.55927277,0
1660.874487,81.06567841,35.30931015,27.14142227,75.87472229,40.36504288,0
1660.597925,88.21252899,35.94743042,28.45169792,74.26036682,41.08158112,0
1667.235889,82.29085235,36.37284393,27.70296898,75.87472229,40.36504288,0
1666.682691,84.53700409,35.94743042,27.89015121,76.27831116,40.60388947,0
1672.490967,82.69924469,37.0109642,28.26451569,74.66395569,40.12619629,0
2023.749976,256.2655609,43.60486984,47.16992035,104.5295395,64.48852539,0
2041.727832,274.0305847,45.3065239,48.85456009,106.7492782,65.20506745,0
2106.171387,242.3802551,45.73193741,46.98273773,112.1977295,64.48852539,0
2077.960107,254.8361908,45.73193741,48.10583267,109.3726059,65.20506745,0
2071.045508,275.4599548,45.73193741,49.22892532,108.3636337,65.68276215,0
2095.661279,263.8207977,46.15735092,49.04174271,108.3636337,65.68276215,0
2094.831494,258.5117127,45.73193741,48.29301376,108.969017,65.68276215,0
2192.188379,218.6935608,49.77336426,44.54936981,109.5744004,60.66698609,0
2263.269922,150.9005951,53.81479111,38.18517303,105.9421005,50.15774383,0
2123.04292,192.7607086,43.8175766,40.8057251,109.7761948,62.5777565,0
2256.355371,149.4712311,49.13524551,34.25434647,107.1528671,48.24697342,0
2201.038965,160.0894043,45.30652389,34.62871094,111.7941422,52.78505402,0
2249.440771,136.1985107,47.85900497,31.25943107,105.1349228,41.79812012,0
2274.609766,137.4236847,48.07171173,30.69788475,106.7492783,40.84273376,0
2283.4604,142.1201843,48.92253876,33.13125305,107.556456,46.09735489,0
2294.800293,142.5285751,49.34795227,31.63379516,106.3456894,41.79811936,0
2302.268018,141.9159882,48.709832,33.13125343,107.1528672,46.09735489,0
2267.971826,153.9635315,47.2208847,35.00307541,108.3636337,52.30736084,0
2281.247754,144.7747314,48.28441849,32.00816002,108.3636337,44.18658371,0
2279.035156,143.1411652,47.43359146,32.38252449,106.9510727,46.33620224,0
3544.674072,354.6878662,64.45012665,72.62670441,165.4714783,99.59894866,0
3589.756934,296.2879089,62.7484726,66.07532425,170.7181366,98.88240966,0
3421.318555,215.8348175,66.36448593,55.78030243,159.821228,84.79047089,0
3571.779053,172.3411407,60.83411331,51.84947663,162.8481445,85.98470306,0
3606.075147,163.9691223,58.28163223,49.22892532,170.7181366,85.02931976,0
3622.393555,166.4194672,58.28163223,49.04174347,166.8840424,85.98470154,0
3664.987158,157.230661,59.55787201,47.91864929,165.2696869,82.40200806,0
3659.732129,161.9271637,57.43080521,47.91864929,169.50737,84.79047089,0
3650.881445,158.4558349,58.06892548,47.35710297,172.9378753,83.11854553,0
3627.648681,152.9425537,57.00539169,46.42119217,168.2966034,82.16316223,0
3669.689112,158.455835,56.15456467,46.23400955,169.1037811,84.07393188,0
3609.394239,155.8012939,56.57997818,46.0468277,168.2966034,82.87970276,0
3480.506982,156.0054901,55.5164444,46.23400955,161.0319977,81.20777588,0
3567.35376,147.0208801,56.15456467,43.80064011,162.2427643,77.86392517,0
3636.222656,147.8376617,57.21809845,45.11091538,165.6732758,80.01354523,0
3626.265625,144.9789245,54.45291061,43.23909378,167.2876312,80.01354523,0
3639.54165,139.8740356,55.09103088,42.49036484,168.2966034,77.1473877,0
3576.757569,142.5285736,52.96396484,41.74163513,171.3235199,78.81931153,0
3585.054932,129.8684433,56.15456467,39.86981354,165.0678925,69.98199615,0
3472.486133,123.3341827,55.5164444,38.37235565,158.2068695,65.44391174,0
2325.224316,163.56073,56.15456467,40.05699539,104.7313339,52.78505478,0
2381.09375,147.0208832,56.15456467,35.93898621,108.3636337,46.57504883,0
2382.75332,145.59151,54.45291061,35.19025726,109.5744019,45.8585083,0
2379.434424,147.2250763,54.24020386,35.56462097,111.9959366,47.05274048,0
2403.496972,144.5705292,54.45291061,35.00307541,111.9959351,45.61966247,0
2417.879199,143.3453583,53.17667084,34.25434646,113.4085007,45.61966247,0
2434.750781,142.7327728,52.96396408,34.44152908,113.2067032,45.38081741,0
2463.238721,137.6278794,51.26231155,33.69280014,116.2336243,45.85850906,0
2455.217822,133.7481598,51.0496048,33.3184349,117.2425964,45.14197082,0
2453.558301,132.9313797,49.77336426,32.38252411,117.2425949,46.33620148,0
2462.96211,119.0460724,46.58276444,30.51070252,118.6551575,45.38081589,0
2444.984277,117.4125076,46.58276443,29.94915581,116.8390076,43.23119888,0
2407.092578,111.6950302,43.60487061,27.70296898,117.2425964,40.6038887,0
2401.837451,107.2027237,42.3286293,26.57987556,117.8479797,39.64850311,0
2407.369092,108.836293,44.88111038,27.32860451,118.453363,38.69311752,0
2427.283057,108.6320953,44.88111038,27.32860451,116.4354187,38.93196335,0
2439.176074,107.611116,44.66840363,27.32860451,115.426445,37.73773117,0
2411.241309,108.223706,42.75404358,26.57987556,118.453363,39.64850311,0
2416.772949,111.6950302,45.51923065,28.26451569,117.2425964,40.84273453,0
2412.62417,115.983139,46.37005768,29.01324463,118.453363,41.32042694,0
1119.327051,84.53700562,22.33420181,21.90031967,51.45759201,31.05003166,1
1127.347949,88.82511291,22.33420181,22.46186638,53.07194748,31.05003166,1
1133.156201,91.27546081,22.33420181,22.46186638,52.06297531,31.52772408,1
1141.177051,94.54259338,22.75961533,23.02341309,53.07194748,32.2442627,1
1117.390967,88.21252899,21.69608154,21.71313744,53.07194748,31.05003166,1
1124.028979,91.07126465,21.27066803,22.27468414,54.08092041,31.28887787,1
1126.518213,89.43769989,21.48337479,21.90031967,53.27374191,31.05003166,1
1131.220068,90.25448456,21.9087883,22.27468414,53.47553634,31.76657028,1
1132.326416,90.66287689,21.48337479,22.46186638,53.27374191,32.00541649,1
1131.773242,93.31741943,21.69608154,22.64904862,53.07194748,32.2442627,1
1133.709351,92.90902557,21.9087883,22.46186638,54.48450851,32.2442627,1
1131.49668,91.27546234,21.27066803,22.46186638,53.67733078,31.52772408,1
1131.220093,90.25448303,22.33420181,22.46186638,51.86118088,31.52772408,1
1132.87959,92.50063629,22.33420181,22.46186638,53.47553635,32.00541649,1
1128.730859,92.70483093,21.9087883,22.46186638,53.87912521,31.28887787,1
1140.623877,88.00832977,22.54690857,22.46186638,53.07194748,31.05003166,1
1137.858057,87.59994049,22.54690857,22.46186638,53.47553635,31.28887787,1
1132.049853,88.82511291,22.33420181,22.46186638,53.47553634,31.28887787,1
1132.879614,90.05028839,22.33420181,22.46186638,53.27374191,31.05003166,1
1130.666919,90.86707153,22.33420181,22.46186638,53.27374191,31.05003166,1
909.1248047,67.38457032,16.16570778,17.22076378,42.1750473,25.07887268,1
914.1032837,67.99715729,17.22924156,17.78231049,42.78043137,25.07887268,1
915.209607,62.68806839,17.44194832,17.22076378,41.97325363,25.07887268,1
917.1456909,59.62513504,17.22924157,17.22076378,41.97325363,24.84002609,1
914.1032837,66.56778717,16.59112129,17.59512825,42.78043137,25.07887268,1
911.890625,65.34261322,16.80382805,17.22076378,41.56966476,25.07887268,1
909.1247925,65.95520172,16.16570778,17.03358155,42.17504806,25.07887268,1
911.3374634,65.34261322,16.37841454,17.03358155,41.56966476,25.07887268,1
911.6140503,64.73002472,16.37841454,16.84639931,42.17504807,25.07887268,1
912.7203979,64.73002472,17.01653481,16.84639931,41.36787033,25.07887268,1
911.8906372,63.91324158,17.01653481,16.84639931,41.97325363,25.07887268,1
911.6140503,64.32163239,16.59112129,16.84639931,42.17504807,25.07887268,1
911.6140503,62.89226456,16.80382805,16.84639931,41.97325363,25.07887268,1
912.1672241,63.91324158,16.59112129,16.84639931,41.7714592,25.07887268,1
912.9969604,63.91324158,17.01653481,16.84639931,41.97325363,25.07887268,1
914.3798584,62.68806915,17.01653481,16.84639931,41.56966476,25.07887268,1
914.9330323,62.68806915,17.01653481,16.84639931,41.56966476,25.07887268,1
914.3798584,62.27967834,17.01653481,16.84639931,41.7714592,25.07887268,1
915.4862061,62.48387375,17.01653481,16.84639931,42.3768425,25.07887268,1
915.4862061,61.87128753,17.01653481,16.84639931,41.36787033,25.07887268,1
1022.246826,39.81815415,18.71818886,16.65921726,48.02708664,26.27310371,1
1015.608863,45.12724228,18.5054821,17.59512825,46.81632004,26.5119503,1
1012.013293,47.16919861,18.29277535,17.59512825,46.6145256,26.27310371,1
1013.672791,46.96500397,18.5054821,17.78231049,47.62349777,26.27310371,1
1012.84303,46.1482193,18.29277535,17.78231049,46.0091423,26.27310371,1
1014.502515,46.35241547,18.29277535,17.78231049,47.01811447,26.27310371,1
1013.672766,46.1482193,18.29277535,17.78231049,46.81632004,26.27310371,1
1013.949366,46.1482193,18.08006859,17.78231049,46.21093674,26.27310371,1
1015.608838,45.73982773,18.08006859,17.78231049,46.81632004,26.27310371,1
1017.268359,45.73982773,18.08006859,17.59512825,46.41273117,26.27310371,1
1017.544934,45.12724151,18.08006859,17.59512825,46.21093674,26.27310371,1
1018.374671,44.92304611,18.29277535,17.40794602,46.0091423,26.27310371,1
1018.098108,45.33143692,18.08006859,17.59512825,47.01811447,26.27310371,1
1019.204419,45.33143692,18.08006859,17.22076378,47.82529221,26.27310371,1
1019.480994,45.94402313,18.08006859,17.40794602,48.43067551,26.5119503,1
1019.757593,45.12724151,18.08006859,17.03358155,47.01811447,26.27310371,1
1020.863904,45.33143692,18.08006859,17.22076378,48.63246994,26.5119503,1
1021.417065,45.53563232,18.08006859,17.03358155,46.6145256,26.5119503,1
1020.863916,45.33143692,18.08006859,17.03358155,47.42170334,26.27310371,1
1020.863916,45.53563232,18.08006859,17.03358155,47.01811447,26.5119503,1
908.0184815,53.49926453,19.7817215,16.84639931,42.78043136,23.88463974,1
907.4653198,55.54122162,20.20713501,16.84639931,42.9822258,24.36233292,1
911.0608765,53.09087296,20.84525452,16.84639931,43.38581467,23.88463974,1
912.1672119,52.06989594,21.48337479,16.84639931,41.97325363,23.88463974,1
